userName,score,at,content,Gameplay,Visual,Performance,Feature
Bambang Adi Pratama,4,2023-04-30 13:42:34,"Untuk hoyoverse, Saya pakai device poco x3 pro, saat menggunakan record bawaan hp terjadi glitch saat merekam, terjadi glitch pada saat merekam gacha, melakukan fight dan sekedar melihat inventori, di beberapa game seperti honkai impact 3 dan genshi genshin impct tidak terjadi hal tersebut, banyak player poco yang menyesalkan hal tersebut tetapi mewajari karena game baru rilis semoga segera diperbaiki bug/giltch tersebut secara bertahap agar kami dapat bermain secara nyaman, thanks hoyoverse",1,1,-1,-1
An Shiraishi,2,2023-06-08 16:17:52,"Setelah selesai update,HSR bug map tidak terender dan sering force close.",1,1,-1,-1
Rival Infinix,1,2023-06-11 8:25:34,Wah parah game nya makin di update makin parah masak iyah dah masuk game di paksa keluar dari dalam game gua saya kasih bintang satu perbaiki bug game mu Star Rail,1,1,-1,1
WDS,4,2023-04-27 23:24:12,"Saya cuma numpang memberikan kritik dan saran. Kritik : Walaupun banyak yang bilang game ini memiliki story yang tidak original tapi menurut saya story dalam game ini sudah cukup original karena keseluruhan ceritanya berdeda dari Honkai maupun Genshin dan dari segi gameplay juga sudah lumayan karena turn-basednya tidak seribet FF series. Yang kurang dari segi UIDnya yang terlalu mirih Genshin Impact. Saran : Untul player yang ingin main game ini dengan nyaman, saya sarankan mainkan di PC saja",1,1,1,-1
Nightmare Hellscythe,5,2023-06-09 8:09:16,"Mantap, adakan event yg hadiahnya yang banyak. Semakin suka aku untuk memainkan nya dan menghabiskan banyak waktu untuk bermain game ini tanpa bosan.",1,1,1,1
Yukio Kaede,1,2023-06-08 7:17:21,"abis update 1.1 makin parah yg tadinya login eror cma muncul sekali jadi cma hrus 2x login,skrng error mulu sekalinya bisa malah force close kukira abis update makin bikin nyaman😁",1,1,-1,1
Fahman Rifki. F,2,2023-06-05 19:50:04,"Masalah login mulu, kesel banget mana lagi di simulasi, ngulang lagi😐. Pas lagi loading dalam game malah ga mulai², ngestuck mulu, kadang kalau lagi main suka ga jelas keluar sendiri.",1,1,-1,1
Psyche. Callista!,1,2023-06-25 0:30:58,"Udh beberapa kali gabisa masuk login error. Adalah semingguan pdhl buat genshin sma ml bisa bisa ae tuh, jaringan stabil dahal pake data",1,1,-1,-1
Bagus Bag-Us,3,2023-06-12 4:29:19,"Min benerin donk bug kereta hilang dan map hilang, saya udah coba uninstall lebih dari 5x tetep enggak ilang bug nya",1,1,-1,1
Rafa Ikan,5,2023-06-09 3:05:08,Game nya bagus cuman saya gak tau ini bug atau apa setelah saya update gak bisa login kalo bug mihoyo tolong di perbaiki,1,1,-1,1
Nazwa Aurellia,5,2023-05-02 13:36:23,"Menurut ku sih udh bagus, bagus bgt malah. Dari desain karakter, story, light cone, dan yg lain udh oke. Birthday cake nya juga cakep suka bgt. Kalo ada kekurangan juga oke aja karena baru rilis. Yg menurut ku kurang sih birthday voice line, dari kemarin udh gk sabar sama birthday voice line eh ternyata gk ada... Semoga kedepannya ada birthday voice line. Aku agak kecewa sih karena gk ada birthday voice line.",1,1,1,-1
Dea Adha Rizki,3,2023-04-27 2:18:20,"Grafik keren char keren pokoknya keren, cuma kalau gua login pake data/kouta sama WiFi rumah ku kgk bisa login.. sedangkan WiFi luar kdng bisa kdng kgk.. mohon bantuannya untuk mengatasi masalah tsb.",1,1,-1,1
liman paulus,4,2023-05-03 12:52:42,Yg saya tanyakan ini Cuma 1 Ajah fitur teman buat apa kalau mode co-op GA Ada... Chat juga GA bisa jadi Rasa aneh sndiri Ada fitur Tambah teman tapi kalau sudah berteman gak bisa ngapa2in... Dan juga untuk mode co-op kapan rilis... Untuk yg udah lvl gede Dan equip mempuni Sangat mudah tp untuk new player berat Sumpah... Gak bisa GB dungeon gak bisa apa2... Mohon mode Co-op segera di adakan... Untuk game nya sndiri sudah cakep bngt.. Saya main Di HP ram 4 lancar GA Ada kendala...,1,1,1,-1
Rahmad,5,2023-04-26 18:34:36,"Keren aku suka gabungan game idle rpg sma mmorpg (semi open world) klo bisa kasih First top up B5 dong, banyakin event juga dan lebih seru lagi kalau bisa multiplayer ketemu player lain/teman. Tambahin fitur skip dong di storynya suka kesel klo kelamaan :')",1,1,1,-1
Moch Djati Permana,2,2023-06-07 13:26:45,"Setelah Update 6GB Game mengalami Bug, bug nya adalah latar tempat/map tidak muncul",1,1,-1,1
Af Nizan,2,2023-04-26 6:58:18,"Ini kenapa nggak bisa masuk, pertama coba bisa sekarang nggak bisa padahal genshin impact bisa. Tolong ini di perbaiki secepat mungkin saya ingin sekali main game honkai star rail. Untuk sementara saya kasih 2 bintang. Tolong ini di perbaikin secepat mungkin",1,1,-1,1
Fikri Arrasyid,5,2023-04-30 15:29:46,"Menurut saya sendiri dari segala aspek game ini sudah sangat bagus, dan saya juga cukup suka memainkannya. Tapi, sebagai player genshin juga saya merasakan hal yang sangat tak mengenakkan dalam permainan honkai star rail ini yaitu tidak bisa melompat saya yakin para player genshin juga akan setuju dengan ini tolong pihak Dev menambahkab fitur melompat ini...",1,1,1,-1
Andi Saputra,5,2023-06-25 13:18:29,"Game bagus tapi servernya nggak jelas, setiap login slalu Login Eror lah, Unduhan gagal lah, sedangkan ketika buka genshin impact biasa aja tu",1,1,-1,-1
Rhei,4,2023-06-14 12:50:30,"Gamenya asik rekomendasi banget bagi yg mau main, tapi terkadang saat mau login error padahal jaringan bagus",1,1,-1,1
Yuzuha Rei,5,2023-07-17 7:28:58,"Agak patah patah, kaya berat banget, padahal genshin engga segitunya. Tp keren sih, aku lebih suka game ini daripada genshin karena ez",1,1,-1,1
MiKa!_,5,2023-05-06 10:38:20,"26/04/23. Game nya cukup memuaskan tidak kalah seru dr game pendahulunya (GI/HI3). Mekanik cukup mudah di pahami apalagi untuk pemula di genre turnbased. Semoga konten dan pengembangan game nya semakin menjadi lebih bagus, saya tunggu update an selanjutnya Terimakasih!!! #MiKa!_",1,1,1,1
Yuri Mori,1,2023-06-11 15:30:20,"Sayang banget setelah di update malah makin manasin hp,belum lagi yg selalu keluar Mulu (langsung tiba tiba keluar beranda)",1,1,-1,1
yamaha 20 IMSWS,1,2023-06-07 4:38:07,ini gimana sih mihoyo bug donwload kaya gini makan size 4 GB di hp gue malah ulang update dari awal 6 GB lagi rugi peyimpanan gue woy kuota gue juga abis....,1,1,-1,1
PARZIVAL,5,2023-07-19 2:52:36,Udah lama engga main sesering ini biasanya 1 atau 2 hari aja gara-gara game ini gue semangat lagi main game,1,1,1,1
Rizky Agung 2009,4,2023-06-09 12:08:22,"Tolong perbaiki bug seperti map yang hilang,bangunan yang hilang,sama masalah error login",1,1,-1,1
Rian Pratama Putera,3,2023-06-08 8:55:30,Setelah update 1.1 grafisnya hancur. Banyak tekstur yg hilang. Tolong di fix.,1,-1,1,-1
Pasya Alif Friansyah,3,2023-07-19 0:49:36,Kok sehabis update update lagi sih 7gb padahal di awal udh download resource 7gb masa harus download lagi sih 😒,1,1,-1,1
Yoru,5,2023-07-08 19:38:19,"Jujur bang gw males banget naikin level mana ribett harus quest sana sini, kalo bisa jarak buat questnya jangan kejauhan.",1,1,-1,1
Wifi Geratis,5,2023-06-10 7:54:13,"Login aja susah ping tinggi servernya buruk(sudah diperbaiki nice) Aku kasih bintang 5 hoyoverse, gantian dong kasih aku bintang 5 😁",1,1,1,1
wayanz Gaming,5,2023-07-06 2:35:48,Aku suka banget sama game online ini. Dari alur ceritanya sampai gameplay nya. Pokoknya gamenya bagus dan seru untuk dimainkan.,1,1,1,1
Piion youtube,2,2023-06-07 4:18:53,"sejenis game turn base ,, terlalu memakan memori penyimnanan terlalu besar .. pembaruan versi gk ngotak ,, 6gb ,, suruh download lgi 1,5gb lbih .. ini pmbaruan apa download ulang ..",1,1,-1,1
Zaki Gunawan,1,2023-06-07 16:50:57,"Setelah update, kenapa muncul tulisan login eror terus? Jadi gak bisa masuk ke gamenya. Tolong dong perbaiki",1,1,-1,1
Muhammad Dendi,1,2023-06-22 22:32:01,"abis update terbaru , Errorcode 200 mulu padahal aplikasi lain aman , diubah jaringan malah error 1001_1 , 1001_2 , 1001_3 .. cape pensi aja lah",-1,1,-1,1
YUNA Putry,4,2023-04-26 13:25:06,"Di hp saya ketika dimainkan terasa cepat panas dan sangat menguras baterai, padahal ketika saya memainkan genshin impact tidak sepanas dan seboros ini konsumsi batrai nya. Mohon dioptimalkan lagi aplikasinya. Dan juga jaringannya suka merah di game nya . Padahal di genshin masih kuat kuning sih.",1,1,-1,-1
Gorou kun 22 Rahman,2,2023-06-07 6:21:31,Ko pas di update hongkai star rail nya malah ada tulisan error ya terus si kereta api nya kek gak panjang gitu tolong di perbaiki ya,1,1,-1,1
Ruii,5,2023-06-07 23:26:54,Gemenya seru di tambah dengan tampilan anime action yang memukau mata dan sangat epic. Apalagi karakternya yg lucu dang handsome bikin betah maininnya 😋😋,1,1,1,1
Daniel Purwanto,1,2023-06-07 23:44:23,"Kenapa sesudah update ke versi 1.1.0 kok gak bisa login, tulisan nya login erorr 1001_3 gitu terus sampai Sekarang",1,1,-1,1
Aufamaulidia rizky,1,2023-06-09 4:40:35,Gamenya kok bug Mulu semenjak baru di update awalnya gak ada bug smaa sekali ataupun patah patah tapi semenjak di update rusak ni game,1,1,-1,1
Madunia Speed cover,2,2023-06-20 5:57:18,"Gamenya bagus cuma masih kurang dari segi fitur dan jumlah karakter, baru seminggu main dah bosen.",1,1,1,-1
Andrefa Saputra28,3,2023-06-11 6:59:59,Gamenya bagus tapi kok setelah di update sinyalnya semakin gk stabil padahal sinyalnya lancar tolong di perbaiki 🙏,1,1,-1,1
Muhammad padli Nasution,1,2023-07-12 18:04:14,"Bisa masuk , cuman di tampilan loading nya itu loh ngelag banget, gara gara lag jadi sering force close,",1,1,-1,-1
Nathan kaka Pratama,1,2023-06-07 13:25:49,"Setelah update saya kesulitan login, sudah mencoba lebih dari 1 jam tetep gabisa, tolong dibantu.",1,1,-1,-1
aqli,5,2023-07-19 2:58:32,"Gamenya bagus banget, tapi waktu masuk game harus login 2 kali soalnya login yang pertama tulisannya erorr terus",1,1,-1,1
Nadya Zaira S.,5,2023-07-03 22:23:16,"i don't know ,ini game sesempurna itu woe😋😋😋 klenn juga hrs cobainn yya walau hrs nampung 8-10GB tpi jujur dri segi grafik ini ud trmasuk ultra menurut w,kendala jaringan tlg di benerin lg yya developer suka kluar sndiri wkt lgi lawan musuh nyaa [cry]🥲🥲🥲,andd w tdk recommend game ini untuk hp dibawah ram3/4 yait 2 krn w tkt panas-meleduak😭🙏,knp w blg begitu krnahhh ini masalahny hp w yg ram 4 aja lumyn patah²,ohiya ini krisis peretas(silverwolf)kpn selsai sii grafikny mlh jdi rusakk😁😁",1,1,1,1
Kanael Arendeus,3,2023-04-26 8:42:44,Aku suka banget sama game nya🥺 tapi pas story quest kenapa suka keluar² sendiri ya? Padahal memori ku masih banyak Ndak ngga full.. ini bug atau gimana? Atau emang hp ku? Tapi genshin yang lebih besar aja masih lancar kokk..,1,1,-1,-1
Norikhie Erryant,5,2023-07-19 7:02:05,Game nya seru banget gak bikin bosen cuman kalu mau tingkatin level karakter nya susah banget,1,1,1,-1
Water Lily,5,2023-07-06 6:22:06,"Game nya baguss, baru kali ini suka game turn base gara gara game ni keren sih,cuman ga ada coop ya agak aneh sih kalo bisa, pas lawan musuh jadi agak agak🗿 tapi ya bagus ini game ,kasih 10x pull dapet kafka ya mihoyo😁😁😁 😁😁",1,1,1,-1
Thunder27,1,2023-06-09 6:16:11,Makin update malah makin lag. Jadi gk bisa login lagi Tiap mau masuk pasti eror Udah ngirim email ke cs hoyover.id tapi blom ada jawaban,1,1,-1,1
Nindya Aura N.,5,2023-07-09 11:57:04,"Game nya sangat menarik, quest story yang disuguhkan juga sangat menarik, grafik nya juga sangat bagus",1,1,1,1
Andre Official 2003,3,2023-06-04 3:33:40,"Grafik nya bagus , Game nya juga seru , tapi mohon maaf ya ak kasih ranting 3 , aku ga bisa login + suka error , itu gmna y? Ak masih Bingung cara mengatasi nya ,tolong kasih beri tau dong",1,1,1,-1
Sa'diah Wulan sari,5,2023-04-27 5:09:18,"Over all untuk game turn base ini udah bagus banget, dari grafik alur dan karakter pokoknya best. Karena baru rilis jadi wajar masih banyak bug, semangat min!! Btw jangan lupa adain banner mommy kafka yaa🥰 ditunggu~",1,1,-1,1
Anggoro Kasih,4,2023-05-08 1:45:17,Sebenarnya bagus tapi masih tahap lumayan. Kenapa? 1. Karena story-nya gak bisa diskip. Bosenin bikin ngantuk. 2. Buat menyelasaikan misi cukup buat bingung sih. Karena harus explore. 3. Untuk menaikkan relic harus mengorbankan relic + kredit. Harusnya pilih salah satu aja. Ya kalau saya mending pakai kredit. 4. Musuhnya keras. Ya itu karena susah upgrade relic. Selebihnya. Tidak buruk untuk game yang baru rilis.,1,1,1,-1
Rafka A,4,2023-04-28 6:51:04,"game udah bagus dan menarik, minusnya adalah suhu handphone mudah meningkat secara drastis dan terjadi penurunan fps di saat-saat tertentu. cukup bagus untuk game baru grand open, terus tingkatkan",1,1,-1,-1
vyna zee,4,2023-06-29 9:50:51,what happened to my hsr? tiba tiba ngeglicth gabisa buka buka info karakter? dan layar tiba tiba hitam.,1,1,-1,-1
Mohamad Apriyanto Ali,3,2023-07-20 19:18:52,"tolong untuk cutscene dibuat video aja jgn full gameplay render, kasihan player/pc nya agak kentang seperti saya, jadinya patah"" dan susah untuk menikmati story nya",1,-1,-1,-1
Riski Abdul Azis,5,2023-07-18 23:53:43,Overal bagus cuman Ya namanya juga game turn based Kalo pengen adain fitur kaya Game Genshin ya ngotaklah sikit,1,1,1,-1
Harjayudanto akbar majid,5,2023-06-15 7:03:46,"Gamenya bagus banget, sudah lama gak main game bertema turnbase. Sangat mengobati nostalgia",1,1,1,1
muzaki alfian,5,2023-06-07 6:22:54,"Tolonglah gacha ampas banget, belum pernah Menag 50/50 dapatnya Clara terus hard pity pula lur. Gacha sampai 80+ baru dapat b5, karakter rate off, di spam yg sama pula",1,1,1,-1
Rendy Anggia,5,2023-04-30 13:44:57,"Game nya bagus dan keren, GK kalah seru dengan genshin impact. tinggal di kembangkan dan di perbaiki aja si bug bug kecil pada karakter nya, dari keseluruhan mantap lah gokil...",1,1,-1,-1
Ryu,3,2023-06-07 10:26:00,"Semenjak update udh gabisa di logini,keretanya jga hilang biasanya percobaan 2 kli udh bisa,iyh tau hp sya kentang masa karna kentang berhenti main,mana udh ngumpulin buat Baner baru.",1,1,-1,1
Pecah Peler,4,2023-06-08 16:02:40,Setelah di update 1.1 di setiap map semua laggy sebelum update padahal baik-baik saja tidak laggy/patah-patah,-1,-1,-1,-1
Saya Tidak tau,1,2023-06-29 8:24:40,"Sering bug, kadang layar hitam semua, kada fc. Padahal udah dimensity 1100",-1,-1,-1,-1
Kayfey official,5,2023-06-06 7:24:11,Overall game nya baguss!!Minus nya ya gitu tetap di reward nya. Dapetin ticket gacha nya susah bet susahh.. terus untuk dapetin karakter bintang 5 nya juga susah bangett.. tolong di perbaiki lagi ya min! Dan jangan lupa setiap ada new banner i hope ada new code untuk semua server!!,1,-1,-1,-1
Karyl,5,2023-04-26 9:23:56,"puas banget ama gamenya, aslinya saya ga terlalu suka game turn base apalagi yg 2D, tapi turn base satu ini bikin ga bosen walau cerita agak susah buat di mengerti tapi gameplaynya oke banget animasi kece, ga terlalu berat lagi disnap 720G.",1,1,1,1
Jkahdkjad Sads,4,2023-05-17 22:04:17,"Kalau bisa animasi ultimate ditambah, jangan 1 doang. Minimal ada 3 atau 2 lah. Jadi waktu make ulti, animasinya gonta ganti. Intinya, ulti tetap sama tapi action ada beberapa. Itu baru kacep.",1,-1,-1,-1
muhamad yusuf muharam,2,2023-04-27 8:53:43,"Buat developer ini game selalu keluar sendiri (force close) dan lag terus padahal saya sudah main beberapa game hoyoverse seperti honkai impact dan genshin ga ada masalah tapi ini game selalu ada masalah force close lah,lag lah padahal baru aja login. tolong buat devoloper di perbaiki lagi ini game nanti kasih bintang 5",-1,-1,-1,-1
MUHAMMAD RIFQI FAUZAN,5,2023-05-24 19:21:44,"Overaall bagus, namun ada beberapa kekurangan. Yaitu, saat ada cinematic lore, suara yang dikeluarkan oleh animasinya sember/kresek-kresek. Lalu, berikan fitur chat in-game dengan teman.",1,-1,1,-1
Naufal Habibi,4,2023-04-29 23:40:22,"Optimalisasi game kurang baik,saya main pake hp yang pake chipset snapdragon 860 tapi masih sering forceclose,terus waktu saya main ada bug pada karakter asta yang dimana basic attack nya jadi hitan doang gak ada logonya,semoga vepat diperbaiki",-1,-1,-1,-1
Aldrin Yoyo,2,2023-04-28 11:42:56,"Hoyoverse minta tolong untuk masalah terputus dari server segera dibenahi, karena ketika saya ingin mendownload dub Jepang, selalu muncul notifikasi terputus dari server, dan ping ketika bermain selalu diatas 150ms. Banyak player yang sangat antusias dengan game ini, jadi jika bisa segera difix mengenai permasalahan terputus dari server",-1,-1,-1,-1
Feri Lastiawan,4,2023-04-28 11:37:10,"overall game nya bagus, tapi untuk pengunduhan suara bahasa selalu gagal memang sinyal saya sedang bermasalah tapi untuk genshin impact bisa kok, tolong masukannya saya ingin mengganti suara bahasanya ke jepang. terima kasih",1,-1,-1,-1
Callista Nofia.H,4,2023-05-06 5:35:08,"bagus sih, bagus banget banget malah!! gameplay nya seru, karakter nya juga cantik sm ganteng² dan ada yang lucu-lucuu. tapi di hp ku game nya ngelag bgt, patah-patah padahal memo ku lebih dari cukup. yah memang pada dasarnya hp ku kentang sih maksain main😔",1,-1,-1,-1
EDI69,4,2023-06-06 11:47:57,"Rating untuk game ini: -Story:Belum menelusuri banyak 7/10-Gacha:Ratenya sangat indah bahkan tidak bisa mendapatkan chara bagus 0/10 -Gameplay:TBS yang tidak sesulit game turn based lainnya9/10 -Character Design:Atraktif, namun kurang 7.5/10 -Optimisation:Tidak bisa bermain dengan nyaman, harus ditingkatkan 6/10-Graphic:Belum pernah mencoba grafik ultra(rating tidak ada) Overall:7.5/10 Game ini sudah lumayan namun butuh optimisasi lagi dan jangan pelit untuk gacha nya. Segitu saja",1,1,-1,-1
Ikhsantraumerei,5,2023-05-17 0:19:20,Game ini sangat bagus. Tidak seperti Turnbase biasa tapi memasukkan eksplorasi map. Sangat rekomendasi. Tapi sangat disayangkan rate gachanya rendah. Saya kasih bintang 4 dulu kalau bisa dapat character SSR saya tambah lagi bintangnya. Edit: saya sudah dapat Seele. Terima kasih Hoyoverse.,1,-1,1,1
Ifan Nur Fauzi,3,2023-05-23 8:21:14,"Tolong kenapa grafiknya tidak dapat di ubah ya, padalan HP ku main genshin masih aman"" Aja kenapa ini diganti grafik sedang aja udah ngebug, tampilannya putih semua. Tolong untuk di cari penyebabnya, untuk yang lain sih udah bagus banget. Terimakasih",-1,-1,-1,-1
